val_loss,best_val_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.07172786124107061,0.07172786124107061,1,1769391993,,False,1,547e0fb5,2026-01-25_17-46-33,11.270297288894653,11.270297288894653,972144,yoru,169.229.228.105,11.270297288894653,1
0.06407985558281794,0.06407985558281794,2,1769391996,,False,2,547e0fb5,2026-01-25_17-46-36,2.799189567565918,14.069486856460571,972144,yoru,169.229.228.105,14.069486856460571,2
0.059451665291844896,0.059451665291844896,3,1769391999,,False,3,547e0fb5,2026-01-25_17-46-39,2.9160826206207275,16.9855694770813,972144,yoru,169.229.228.105,16.9855694770813,3
0.0579055212861435,0.0579055212861435,4,1769392002,,False,4,547e0fb5,2026-01-25_17-46-42,3.080167531967163,20.065737009048462,972144,yoru,169.229.228.105,20.065737009048462,4
0.05741422499219576,0.05741422499219576,5,1769392005,,False,5,547e0fb5,2026-01-25_17-46-45,3.3979544639587402,23.463691473007202,972144,yoru,169.229.228.105,23.463691473007202,5
0.0557715525765988,0.0557715525765988,6,1769392009,,False,6,547e0fb5,2026-01-25_17-46-49,3.3227195739746094,26.78641104698181,972144,yoru,169.229.228.105,26.78641104698181,6
0.05522882893229976,0.05522882893229976,7,1769392012,,False,7,547e0fb5,2026-01-25_17-46-52,3.3207497596740723,30.107160806655884,972144,yoru,169.229.228.105,30.107160806655884,7
0.05505951358513399,0.05505951358513399,8,1769392015,,False,8,547e0fb5,2026-01-25_17-46-55,3.1702933311462402,33.277454137802124,972144,yoru,169.229.228.105,33.277454137802124,8
0.05465849037423278,0.05465849037423278,9,1769392018,,False,9,547e0fb5,2026-01-25_17-46-58,3.1011123657226562,36.37856650352478,972144,yoru,169.229.228.105,36.37856650352478,9
0.052497041270588386,0.052497041270588386,10,1769392021,,False,10,547e0fb5,2026-01-25_17-47-01,3.1120965480804443,39.490663051605225,972144,yoru,169.229.228.105,39.490663051605225,10
0.05216448052758069,0.05216448052758069,11,1769392024,,False,11,547e0fb5,2026-01-25_17-47-04,2.933798313140869,42.424461364746094,972144,yoru,169.229.228.105,42.424461364746094,11
0.05170362874526869,0.05170362874526869,12,1769392027,,False,12,547e0fb5,2026-01-25_17-47-07,2.9822497367858887,45.40671110153198,972144,yoru,169.229.228.105,45.40671110153198,12
0.05119224352705659,0.05119224352705659,13,1769392030,,False,13,547e0fb5,2026-01-25_17-47-10,2.93306040763855,48.33977150917053,972144,yoru,169.229.228.105,48.33977150917053,13
0.05017751009401047,0.05017751009401047,14,1769392033,,False,14,547e0fb5,2026-01-25_17-47-13,2.9564590454101562,51.29623055458069,972144,yoru,169.229.228.105,51.29623055458069,14
0.04954359556237856,0.04954359556237856,15,1769392036,,False,15,547e0fb5,2026-01-25_17-47-16,2.746307849884033,54.04253840446472,972144,yoru,169.229.228.105,54.04253840446472,15
0.048808535377523214,0.048808535377523214,16,1769392038,,False,16,547e0fb5,2026-01-25_17-47-18,2.2810826301574707,56.32362103462219,972144,yoru,169.229.228.105,56.32362103462219,16
0.049140645430959536,0.048808535377523214,17,1769392040,,False,17,547e0fb5,2026-01-25_17-47-20,2.1868300437927246,58.51045107841492,972144,yoru,169.229.228.105,58.51045107841492,17
0.049143502629841816,0.048808535377523214,18,1769392042,,False,18,547e0fb5,2026-01-25_17-47-22,1.9428062438964844,60.4532573223114,972144,yoru,169.229.228.105,60.4532573223114,18
0.04906787573726791,0.048808535377523214,19,1769392044,,False,19,547e0fb5,2026-01-25_17-47-24,1.956084966659546,62.40934228897095,972144,yoru,169.229.228.105,62.40934228897095,19
0.04878434497919498,0.04878434497919498,20,1769392046,,False,20,547e0fb5,2026-01-25_17-47-26,1.9471912384033203,64.35653352737427,972144,yoru,169.229.228.105,64.35653352737427,20
0.048436341849579054,0.048436341849579054,21,1769392048,,False,21,547e0fb5,2026-01-25_17-47-28,1.9024627208709717,66.25899624824524,972144,yoru,169.229.228.105,66.25899624824524,21
0.047687737101858314,0.047687737101858314,22,1769392050,,False,22,547e0fb5,2026-01-25_17-47-30,1.9653699398040771,68.22436618804932,972144,yoru,169.229.228.105,68.22436618804932,22
0.04725682944285147,0.04725682944285147,23,1769392052,,False,23,547e0fb5,2026-01-25_17-47-32,1.944451093673706,70.16881728172302,972144,yoru,169.229.228.105,70.16881728172302,23
0.047140169154965515,0.047140169154965515,24,1769392054,,False,24,547e0fb5,2026-01-25_17-47-34,2.035839319229126,72.20465660095215,972144,yoru,169.229.228.105,72.20465660095215,24
0.046942112487599705,0.046942112487599705,25,1769392056,,False,25,547e0fb5,2026-01-25_17-47-36,2.2165253162384033,74.42118191719055,972144,yoru,169.229.228.105,74.42118191719055,25
0.04690860542045398,0.04690860542045398,26,1769392059,,False,26,547e0fb5,2026-01-25_17-47-39,2.428051471710205,76.84923338890076,972144,yoru,169.229.228.105,76.84923338890076,26
0.04656562866699515,0.04656562866699515,27,1769392061,,False,27,547e0fb5,2026-01-25_17-47-41,2.2973949909210205,79.14662837982178,972144,yoru,169.229.228.105,79.14662837982178,27
0.046185346517824764,0.046185346517824764,28,1769392063,,False,28,547e0fb5,2026-01-25_17-47-43,2.5393331050872803,81.68596148490906,972144,yoru,169.229.228.105,81.68596148490906,28
0.0459741030847936,0.0459741030847936,29,1769392066,,False,29,547e0fb5,2026-01-25_17-47-46,2.5155975818634033,84.20155906677246,972144,yoru,169.229.228.105,84.20155906677246,29
